Date,Open,High,Low,Close,Volume
2020-01-01,301.34028817579156,300.88331948045516,300.47998234279635,300.4967141530112,2739183
2020-01-02,299.29212837360006,300.8796846820991,298.02189601915177,300.35844985184,2169748
2020-01-03,300.30432494741314,305.2083365498429,299.52112400766634,301.00613838994076,4502630
2020-01-06,301.5620571917478,307.08259923762733,298.2650591378893,302.5291682463488,3582115
2020-01-07,303.731769544175,302.9090687808541,298.7172482954542,302.2950148716254,2504544
2020-01-08,301.35917793766845,303.2404080876517,299.1153352423218,302.06087791467627,4464445
2020-01-09,303.4968074714666,304.4676932820201,302.2537625016998,303.64009073018366,2107677
2020-01-10,303.806920778087,305.3391298568072,299.8558299490489,304.40752545933657,2544548
2020-01-13,303.62987312012683,308.12550501841406,303.7125476873,303.9380510734016,1288790
2020-01-14,303.7431816505108,306.14134318026225,303.933273123592,304.4806111169876,1890617
2020-01-15,304.4799177378162,305.5744147444033,302.0590427214733,304.0171934241751,3644489
2020-01-16,302.51061351732494,304.6884417749904,302.92927588412056,303.55146367060485,4880693
2020-01-17,302.4409753872609,306.83289791114214,299.0113474543737,303.79342594217087,2408836
2020-01-20,301.3217253280803,303.7766741894408,297.89019908679614,301.88014569751306,2641249
2020-01-21,299.3569926469685,303.8764761242165,298.860314606991,300.15522786500003,1650419
2020-01-22,298.2550955119507,300.62083937763725,296.6501691908928,299.59294033575907,3530526
2020-01-23,298.25673641642146,302.51905865899715,293.66845664002426,298.58010921542467,3817929
2020-01-24,297.2342391274636,301.9129642066706,294.4733616573624,298.8943565480199,4693305
2020-01-27,299.71408009993297,298.55766897277715,294.9823402402877,297.9863324724987,4518098
2020-01-28,295.0814274067477,298.64655169218156,292.05540893528706,296.5740287711634,1887225
2020-01-29,297.3933780407842,302.3572682431498,293.0937529910182,298.039677540085,1271967
2020-01-30,297.41034628275156,302.4287023985909,294.09713712513036,297.81390123959847,1191232
2020-01-31,299.56611440889196,300.2099300558804,297.5564973968719,297.88142944428637,2352695
2020-02-03,294.72636594764873,298.8608661485183,294.4487800759455,296.45668125807293,3106692
2020-02-04,296.05434862546525,300.50457215824423,291.7231698571315,295.9122985335477,2589228
2020-02-05,297.06037958820224,298.95856224394043,294.8703751442325,296.0232211232576,4543555
2020-02-06,294.5624844423527,295.0364608970525,290.71901495708215,294.8722275458353,3649103
2020-02-07,294.07810853200994,299.8116728785766,294.64623175400595,295.24792556418095,2100567
2020-02-10,294.53930190990906,295.8884190880479,294.4125600885231,294.64728687426214,3285903
2020-02-11,295.8826943843614,297.2437528949266,292.43514006701264,294.3555931244689,4512054
2020-02-12,293.1381006674718,294.58145309937936,293.57022682510643,293.7538865122395,4832065
2020-02-13,297.0423481648262,295.77556049798136,290.8198133818318,295.6061646967484,1618992
2020-02-14,295.8513343840207,297.15003332767424,291.46163899304065,295.5926674720105,1049115
2020-02-17,295.76747075479085,298.437435080785,290.5311081074052,294.5349565430546,4498879
2020-02-18,295.5761845474339,296.7454373183049,292.208611840177,295.3575014551578,3840735
2020-02-19,293.65228211321744,295.23714387559227,293.055037690004,294.13665780518676,4337690
2020-02-20,295.9843813865655,295.40892532189764,291.7542195668095,294.3455214001915,1721747
2020-02-21,292.6110866291173,294.9617196883458,289.39948091416,292.3858512763117,2197719
2020-02-24,291.22409476321644,295.93537180582706,288.43250772311194,291.0576652274133,2763211
2020-02-25,292.0620820948879,293.54947140336753,289.9533596235248,291.25452646328245,3038449
2020-02-26,292.9171454263634,294.7795198877281,289.41675342170424,291.99299304327786,1536226
2020-02-27,292.9772177887059,296.4675214139215,289.70842962012466,292.1643613244678,4049851
2020-02-28,290.69799108913804,294.7240616367478,287.06703416304595,292.04871304207956,3450976
2020-03-02,291.1103738144144,292.6699237035846,287.26042860625927,291.74760934649026,2052576
2020-03-03,289.612558404654,291.76706691495525,287.95218361504476,290.26908735612284,3823100
2020-03-04,288.77016291848025,291.0989277790712,286.43455623305255,289.54924314772813,3984626
2020-03-05,288.2165006113648,291.0751949540563,285.34924635630716,289.08860437676833,2404330
2020-03-06,289.47470269183657,292.27967112967104,289.97140080181816,290.1457266029873,1251492
2020-03-09,290.8252936354099,294.4882550029271,286.01473768641654,290.4893448925557,2548098
2020-03-10,289.2207140244428,290.47323973243965,284.4256706551034,288.726304737193,1491072
2020-03-11,289.0487527399437,291.3915478487947,286.76322821771925,289.0503887065878,2086880
2020-03-12,288.23927408760704,291.7901863614267,286.70945759576955,288.66530642617147,1504999
2020-03-13,289.2638476745191,289.87701416306635,286.6235875515839,287.9883844258655,1331593
2020-03-16,288.50849465405656,292.78288478116804,286.21667657305454,288.6000607147064,3704426
2020-03-17,290.5681327575175,292.56832825837273,289.40917691953615,289.63106023720235,3055723
2020-03-18,289.99301422576974,292.0325637524234,286.3013726895835,290.56234035631854,3248988
2020-03-19,290.13683563304795,293.293418832045,289.5460109910032,289.7231228330959,1108940
2020-03-20,290.75599896155063,292.0521491079686,287.76865363039536,289.4139104572447,4100683
2020-03-23,287.1363858789639,292.4174533449345,285.0872264470533,289.74517388864825,1824926
2020-03-24,290.06563373194655,293.12615875770854,287.0446557431533,290.7207190157706,2314093
2020-03-25,290.8352869537665,292.72660452203155,288.83458997503766,290.2415447779253,3764673
2020-03-26,291.2687008749442,293.8826672065927,288.7926403314571,290.0558858012615,4767548
2020-03-27,289.15266437520194,289.464458223912,288.92414012816533,288.94955082725545,3976242
2020-03-30,287.8029169324742,289.4251582597272,284.274772738926,287.7533442031748,1385777
2020-03-31,290.1764484887923,288.9433868445884,288.3219521172031,288.565870025569,2673250
2020-04-01,291.19610344472864,293.68834115787706,287.259097457136,289.9221100541398,3648790
2020-04-02,288.9815179955118,291.211609206161,285.03949006959925,289.8500999325595,4763024
2020-04-03,290.97004381057224,295.34078487954594,290.30628853017924,290.8536328304515,2929305
2020-04-06,291.57543785763465,293.8481611887956,286.7428692006588,291.2152688554991,3646791
2020-04-07,292.2887484749077,294.5738979583246,285.61277242516877,290.570149100894,3710108
2020-04-08,291.7976152224452,295.8262018844822,290.62395957520624,290.9315447064024,1638873
2020-04-09,292.3660051729668,296.6685255701513,288.05504992718113,292.4695812728684,4483225
2020-04-10,292.65382956256207,296.76872403381606,289.8533601315404,292.43375523375846,4353597
2020-04-13,292.1145154003386,296.0383213663967,289.46583029234955,293.99839888957246,1065953
2020-04-14,292.34728227011004,294.1372667617794,288.52205907588484,291.3786537854827,4989618
2020-04-15,292.8462890785812,293.46999911007447,288.8899962393251,292.20055628985796,3597480
2020-04-16,293.49975979132125,293.2681688565634,289.56870881810914,292.28760335809613,4952518
2020-04-17,291.8445467093557,294.5161354031604,287.6661316060935,291.98859600763024,1003267
2020-04-20,292.2083978527242,295.0556016826679,288.41080718939725,292.08035678416576,3179897
2020-04-21,289.61144952028513,291.7891440990458,287.4864863086628,290.09278786956486,2924596
2020-04-22,288.7250610755716,292.7203335705448,285.5323119614696,289.8731159817273,3922097
2020-04-23,289.6279723503569,294.66753096580663,289.00380089196244,290.2302285532391,1157164
2020-04-24,289.8888221484507,294.4917305218974,290.92141929946797,291.7081225979806,1535626
2020-04-27,292.10445789530104,294.7939178612595,290.3878518530566,291.18985237970696,3228636
2020-04-28,288.2064762741607,294.4079336136033,288.7113143830876,290.3813587768138,1531831
2020-04-29,291.9117442591884,294.82324564300643,288.6861515767241,289.8796017332292,3989475
2020-04-30,289.0308769516312,293.8109908618162,286.14455209838263,290.7950038509313,4206420
2020-05-01,292.6236436362662,295.1580057054039,290.5945844914481,291.123754960591,4365884
2020-05-04,289.68594071325356,295.40724134959834,287.09904106662606,290.593994756824,4369720
2020-05-05,291.6682952574084,295.8293108178237,290.1611544910123,291.10726218993733,1516771
2020-05-06,290.4518930389585,291.9097489831739,286.7961540754336,291.20433973928533,3928009
2020-05-07,293.8467328892096,294.2049462711858,287.3664082888937,292.1729847298182,3660196
2020-05-08,291.51463430402515,293.0908819414749,289.143581592091,291.4709316359409,3640328
2020-05-11,292.2169515014418,291.57789456409483,286.74791208820244,291.1432694893431,1691095
2020-05-12,290.8272093761073,293.91736521076575,290.7254354824374,290.75116133621094,1833727
2020-05-13,289.64060636361774,292.9671694540588,285.18791180103835,289.2876463880788,4132130
2020-05-14,290.19987331916315,293.8244071424778,288.44064085751876,289.5837666651434,2162928
2020-05-15,289.31609795182356,290.45870638563684,285.3013153909764,289.8448219373233,1869474
2020-05-18,288.5696442657305,294.23215577334224,289.8443348365652,289.8499353939658,3183151
2020-05-19,288.3137449348486,292.8299760786619,286.83443958539186,289.6153482605906,4163683
2020-05-20,288.25082008767635,291.71970819423274,284.41679849961554,288.1999775185402,4970001
2020-05-21,287.2906921103868,292.33245221347636,286.4858905422853,287.7793321957748,1070640
2020-05-22,285.2907609193981,290.5604240344643,286.4709533563116,287.43661767924806,1196582
